student_id,carrera,semestre,horas_sueno,horas_estudio,asistencia_pct,actividad_fisica_min,cafe_tazas,estres_escala,uso_redes_horas,promedio_previo,calificacion_final,aprobacion,beca,trabaja,genero,grupo
STU-04273,Estadistica,4,6.1,2.6,79.8,47,1,7,4.4,86.3,73.0,1,no,20.8,hombre,C
STU-04274,Estadistica,2,5.7,3.4,78.0,54,6,6,1.3,76.4,57.8,0,si,27.1,mujer,B
STU-04275,Matematicas,2,6.1,5.3,74.4,33,0,6,2.5,86.0,75.9,1,no,20.2,hombre,E
STU-04276,Estadistica,9,6.4,12.1,88.3,122,0,7,1.6,90.5,92.9,1,si,0.0,hombre,B
STU-04277,Estadistica,5,6.0,5.8,70.5,81,0,6,2.0,81.6,79.6,1,si,0.0,mujer,F
STU-04278,Estadistica,1,6.8,5.8,86.1,114,0,5,5.0,68.9,62.0,0,si,0.0,no_binario,E
STU-04279,Estadistica,2,5.9,8.0,77.4,33,2,5,0.8,71.6,65.2,0,si,0.0,hombre,C
STU-04280,Estadistica,9,7.8,7.8,74.3,39,4,8,1.2,85.0,79.4,1,si,0.0,hombre,C
STU-04281,Actuaria,8,6.5,6.8,85.5,10,0,5,2.4,71.6,70.9,1,si,0.0,mujer,C
STU-04282,Ciencia de Datos,2,6.2,2.5,61.8,0,1,7,3.9,73.0,65.0,0,no,21.3,hombre,E
STU-04283,Estadistica,9,7.3,9.1,83.6,35,5,6,1.9,93.1,85.2,1,no,22.0,no_binario,B
STU-04284,Matematicas,3,8.0,8.0,91.6,70,0,3,0.1,84.4,74.4,1,si,0.0,hombre,D
STU-04285,Economia,8,7.5,7.1,64.6,13,1,7,1.3,81.1,66.2,0,no,0.0,prefiere_no_decir,A
STU-04286,Actuaria,8,7.8,5.7,67.5,52,3,6,1.7,82.7,58.6,0,si,21.2,mujer,B
STU-04287,Economia,6,6.4,8.2,73.3,5,1,7,3.4,96.3,72.8,1,no,15.6,no_binario,F
STU-04288,Estadistica,1,7.2,5.8,85.7,46,1,5,3.0,74.6,63.5,0,no,0.0,mujer,D
STU-04289,Ciencia de Datos,3,7.2,8.0,99.8,92,0,2,4.1,80.5,84.9,1,no,0.0,hombre,D
STU-04290,Estadistica,2,7.3,6.3,93.5,81,1,5,3.4,79.8,69.4,0,no,0.0,hombre,A
STU-04291,Economia,1,7.9,1.9,91.1,47,0,2,4.3,77.2,81.5,1,si,0.0,mujer,E
STU-04292,Matematicas,3,6.5,8.1,84.4,11,1,2,0.3,94.3,72.6,1,si,0.0,hombre,B
STU-04293,Economia,9,7.3,4.0,84.7,34,1,9,4.0,79.6,51.0,0,si,25.2,prefiere_no_decir,D
STU-04294,Actuaria,8,5.9,11.7,92.2,46,1,6,2.9,85.3,89.6,1,si,0.0,hombre,F
STU-04295,Estadistica,5,6.3,3.9,60.7,39,5,8,1.5,86.7,54.6,0,no,21.4,hombre,A
STU-04296,Economia,2,8.8,4.5,78.5,37,0,3,1.7,69.4,56.3,0,no,0.0,prefiere_no_decir,D
STU-04297,Estadistica,6,5.8,13.0,94.8,90,1,7,2.5,100.0,94.1,1,no,9.2,mujer,E
STU-04298,Economia,7,7.1,7.3,73.5,57,2,7,1.7,74.3,63.0,0,si,17.4,mujer,B
STU-04299,Actuaria,8,7.7,14.2,84.7,39,0,7,1.6,92.5,100.0,1,no,0.0,mujer,B
STU-04300,Matematicas,1,7.0,4.9,70.8,54,1,6,4.8,65.3,63.6,0,no,0.0,mujer,B
STU-04301,Actuaria,1,6.5,3.6,95.6,84,0,5,4.7,78.6,69.8,0,si,25.2,hombre,D
STU-04302,Actuaria,7,6.9,2.4,68.6,48,0,7,6.9,100.0,72.7,1,no,27.6,mujer,E
STU-04303,Actuaria,3,7.7,7.9,91.1,66,1,5,1.6,94.7,84.2,1,no,0.0,hombre,E
STU-04304,Actuaria,3,7.8,10.5,100.0,52,2,5,1.5,80.6,91.9,1,no,0.0,mujer,D
STU-04305,Estadistica,7,6.3,8.6,88.0,17,0,7,4.7,79.7,84.0,1,no,0.0,mujer,E
STU-04306,Economia,4,7.3,8.4,96.5,143,1,5,3.2,82.4,85.6,1,no,0.0,mujer,E
STU-04307,Economia,5,7.5,6.1,85.5,29,1,8,2.6,75.5,53.8,0,si,18.8,hombre,B
STU-04308,Estadistica,2,6.3,5.1,86.9,76,1,2,2.2,78.5,83.8,1,no,14.9,mujer,C
STU-04309,Estadistica,3,6.7,7.2,96.7,31,4,5,5.2,76.0,75.9,1,no,0.0,mujer,C
STU-04310,Actuaria,9,7.2,9.7,76.4,24,1,3,1.1,69.6,71.7,1,si,0.0,mujer,B
STU-04311,Matematicas,4,7.4,7.4,82.3,29,4,6,1.1,100.0,91.1,1,no,5.3,hombre,D
STU-04312,Matematicas,2,7.0,7.6,97.7,104,0,3,3.3,73.0,64.1,0,si,0.0,mujer,E
STU-04313,Economia,1,6.1,7.7,100.0,95,1,3,0.1,77.8,79.2,1,no,0.0,mujer,F
STU-04314,Matematicas,4,7.2,8.4,84.8,53,1,7,5.4,87.6,87.4,1,no,0.0,hombre,D
STU-04315,Estadistica,8,8.7,10.8,100.0,104,2,6,1.5,92.2,91.5,1,si,0.0,mujer,B
STU-04316,Matematicas,8,7.1,9.8,83.1,27,0,4,1.8,100.0,95.1,1,si,0.0,mujer,E
STU-04317,Economia,1,5.8,9.8,84.9,5,0,4,2.6,69.9,74.3,1,si,0.0,no_binario,C
STU-04318,Estadistica,4,6.7,7.7,74.0,77,2,6,3.9,91.1,77.0,1,si,0.0,prefiere_no_decir,A
STU-04319,Ciencia de Datos,8,7.2,5.9,88.8,99,0,5,1.5,85.7,80.9,1,no,10.2,mujer,A
STU-04320,Actuaria,7,7.4,5.4,87.9,66,1,6,0.6,96.2,75.2,1,no,15.8,mujer,A
STU-04321,Estadistica,9,7.1,12.2,90.8,124,1,6,0.7,81.4,88.9,1,no,0.0,prefiere_no_decir,A
STU-04322,Economia,2,7.0,5.7,69.4,53,1,5,2.0,82.6,76.8,1,no,0.0,mujer,B
STU-04323,Actuaria,2,6.2,4.6,81.6,52,2,7,0.9,83.4,69.0,0,no,38.0,mujer,E
STU-04324,Estadistica,8,5.7,5.3,83.0,72,2,6,2.0,98.6,80.6,1,si,19.5,hombre,E
STU-04325,Estadistica,1,8.3,4.5,70.4,24,3,6,2.9,57.6,66.1,0,si,0.0,no_binario,F
STU-04326,Economia,5,6.4,2.5,72.6,87,1,5,2.7,78.2,63.3,0,si,0.0,hombre,A
STU-04327,Actuaria,7,7.1,9.8,97.7,54,0,4,1.3,81.2,77.3,1,no,5.6,hombre,B
STU-04328,Actuaria,9,8.7,9.3,88.8,32,1,8,6.9,99.0,86.3,1,no,0.0,hombre,E
STU-04329,Actuaria,6,7.4,5.2,56.1,19,2,8,5.0,70.9,58.7,0,si,16.3,prefiere_no_decir,D
STU-04330,Matematicas,3,8.2,3.8,72.5,29,1,7,4.4,66.2,62.2,0,no,0.0,hombre,B
STU-04331,Actuaria,6,7.3,6.1,92.9,86,1,4,2.1,78.7,77.4,1,no,0.0,hombre,D
STU-04332,Estadistica,6,6.3,5.9,83.3,74,2,7,2.7,89.3,78.9,1,no,12.9,hombre,B
STU-04333,Estadistica,6,6.3,10.6,93.1,86,0,5,1.6,84.6,74.9,1,si,0.0,hombre,D
STU-04334,Actuaria,4,6.0,6.1,93.7,48,0,5,6.0,80.6,70.9,1,no,0.0,mujer,B
STU-04335,Estadistica,7,7.7,0.5,70.7,77,2,8,3.1,58.8,59.1,0,si,0.0,mujer,C
STU-04336,Ciencia de Datos,9,5.4,6.7,61.3,45,4,8,2.6,80.0,52.4,0,si,13.4,mujer,B
STU-04337,Ciencia de Datos,3,7.7,5.4,81.9,67,0,4,0.4,86.2,70.4,1,no,14.3,no_binario,B
STU-04338,Economia,2,6.2,6.1,75.2,31,1,6,1.0,73.4,70.9,1,no,0.0,hombre,A
STU-04339,Estadistica,1,7.3,8.8,67.5,29,0,6,1.8,79.9,66.3,0,no,9.4,mujer,A
STU-04340,Estadistica,5,7.2,7.4,83.4,54,0,6,7.3,89.4,82.4,1,si,24.6,mujer,A
STU-04341,Actuaria,9,7.7,12.8,97.0,33,0,7,0.3,84.3,92.9,1,no,15.1,mujer,E
STU-04342,Estadistica,1,6.9,9.6,79.9,46,0,7,1.0,78.5,73.3,1,no,4.5,hombre,F
STU-04343,Ciencia de Datos,4,7.9,7.9,70.5,23,2,7,2.2,79.2,68.7,0,no,11.0,hombre,B
STU-04344,Matematicas,8,7.0,3.8,84.6,81,3,6,0.1,78.9,78.1,1,no,23.7,hombre,F
STU-04345,Ciencia de Datos,3,7.5,5.5,80.1,26,2,4,1.3,91.6,80.0,1,no,0.0,mujer,F
STU-04346,Matematicas,6,8.5,10.4,79.4,83,1,5,1.4,72.9,75.1,1,si,0.0,mujer,F
STU-04347,Economia,6,5.0,6.1,72.5,35,0,5,2.9,81.6,68.9,0,no,15.8,hombre,F
STU-04348,Actuaria,4,7.7,4.7,88.0,155,1,5,2.3,84.0,81.0,1,no,0.0,mujer,F
STU-04349,Matematicas,7,7.2,7.1,84.7,106,1,6,0.1,87.8,84.1,1,no,2.8,hombre,A
STU-04350,Economia,7,7.7,7.4,80.9,43,3,7,1.1,92.2,82.7,1,no,4.9,hombre,F
STU-04351,Matematicas,7,7.0,6.5,89.9,91,2,5,0.3,79.7,82.2,1,no,0.0,mujer,D
STU-04352,Estadistica,3,6.8,6.9,66.1,24,3,8,8.6,84.5,64.6,0,si,17.6,hombre,C
STU-04353,Actuaria,5,7.3,4.1,70.4,63,0,3,1.0,70.5,63.6,0,si,14.1,hombre,F
STU-04354,Economia,2,7.6,1.4,68.9,2,1,5,1.5,73.9,50.4,0,si,21.3,mujer,C
STU-04355,Economia,4,6.5,8.0,90.1,87,0,4,0.7,84.7,77.2,1,no,0.0,mujer,B
STU-04356,Estadistica,8,6.7,8.3,94.3,83,2,5,0.9,93.1,83.2,1,no,15.1,hombre,E
STU-04357,Actuaria,3,7.5,5.3,80.5,122,1,3,2.0,80.5,68.4,0,no,15.8,mujer,D
STU-04358,Estadistica,3,7.0,5.0,76.0,60,0,4,1.8,82.7,79.8,1,no,0.0,hombre,B
STU-04359,Estadistica,4,7.5,4.1,67.1,26,4,4,1.3,68.0,65.9,0,no,18.9,no_binario,B
STU-04360,Economia,1,7.0,0.5,55.4,59,3,10,7.9,83.6,37.5,0,si,24.5,hombre,D
STU-04361,Matematicas,2,3.6,5.8,70.4,36,0,3,2.8,73.0,60.1,0,no,0.0,hombre,D
STU-04362,Matematicas,1,6.9,5.5,78.2,115,2,4,3.3,80.3,73.3,1,no,0.0,hombre,B
STU-04363,Actuaria,6,7.8,9.4,83.2,63,2,7,0.9,88.3,83.5,1,no,0.0,hombre,A
STU-04364,Ciencia de Datos,5,8.1,11.3,78.4,49,0,5,2.9,83.4,91.2,1,no,0.0,hombre,E
STU-04365,Estadistica,7,6.0,8.4,81.8,58,0,5,2.0,71.4,77.1,1,no,0.0,hombre,D
STU-04366,Matematicas,9,7.6,9.0,90.7,25,2,5,3.0,92.6,98.4,1,si,0.0,prefiere_no_decir,F
STU-04367,Estadistica,2,5.4,6.4,85.9,114,1,5,2.2,96.1,67.7,0,no,20.8,hombre,A
STU-04368,Economia,7,5.4,7.9,76.7,45,3,7,1.1,75.6,57.2,0,no,25.2,mujer,C
STU-04369,Estadistica,3,7.2,5.3,82.4,51,1,8,6.7,83.8,76.4,1,no,17.9,hombre,D
STU-04370,Matematicas,4,6.8,9.1,80.3,55,3,8,0.7,76.3,63.2,0,si,29.5,mujer,D
STU-04371,Economia,3,6.3,5.8,65.6,50,2,6,0.5,73.8,67.1,0,no,14.0,hombre,F
STU-04372,Estadistica,7,7.3,10.3,94.1,53,0,5,1.1,100.0,94.7,1,no,0.0,hombre,C
STU-04373,Ciencia de Datos,8,6.6,7.1,66.0,52,0,7,1.5,93.2,83.6,1,no,12.9,mujer,C
STU-04374,Actuaria,7,5.9,6.2,81.7,40,2,7,1.3,92.2,79.4,1,si,20.7,mujer,C
STU-04375,Economia,5,6.8,4.1,65.2,15,1,7,3.9,81.8,61.8,0,si,22.0,hombre,A
STU-04376,Actuaria,8,8.5,13.1,86.5,64,1,7,2.1,82.2,75.3,1,no,0.0,mujer,A
STU-04377,Estadistica,8,6.9,8.4,75.0,39,1,7,1.1,95.6,90.6,1,si,0.0,no_binario,F
STU-04378,Economia,8,7.1,8.8,97.2,31,3,6,3.2,87.8,89.4,1,si,0.0,mujer,D
STU-04379,Estadistica,4,8.7,10.4,100.0,220,0,3,2.1,71.8,81.2,1,si,0.0,hombre,C
STU-04380,Estadistica,2,7.7,9.0,92.6,111,0,6,5.3,97.5,83.2,1,no,0.0,mujer,F
STU-04381,Economia,3,6.0,7.2,66.7,38,1,6,2.3,87.0,55.8,0,si,0.0,hombre,B
STU-04382,Estadistica,1,7.9,5.2,68.2,97,0,7,0.2,71.2,52.4,0,no,22.0,hombre,C
STU-04383,Estadistica,9,6.7,5.2,81.7,38,4,9,2.8,71.1,51.9,0,no,15.9,hombre,F
STU-04384,Estadistica,9,7.5,8.1,73.2,61,3,6,7.6,91.1,89.0,1,si,16.1,mujer,F
STU-04385,Economia,3,5.6,2.5,69.6,70,4,6,4.7,67.7,51.2,0,no,23.6,no_binario,B
STU-04386,Actuaria,4,7.4,3.1,55.6,58,3,10,5.3,54.4,35.0,0,si,17.2,hombre,A
STU-04387,Economia,4,6.1,5.7,77.5,60,2,4,1.0,78.0,75.0,1,no,14.7,prefiere_no_decir,E
STU-04388,Estadistica,1,8.1,6.1,68.3,63,2,4,1.1,85.4,65.5,0,no,0.0,hombre,D
STU-04389,Ciencia de Datos,4,7.8,5.0,77.9,81,1,5,0.1,80.5,66.3,0,si,0.0,hombre,B
STU-04390,Ciencia de Datos,7,5.9,6.4,76.3,89,0,7,5.7,81.7,74.4,1,no,0.0,hombre,F
STU-04391,Estadistica,2,9.4,8.2,92.0,60,0,3,6.2,76.1,74.7,1,si,0.0,mujer,E
STU-04392,Matematicas,7,7.6,7.2,77.1,84,2,6,3.2,79.3,78.6,1,no,0.0,hombre,E
STU-04393,Matematicas,8,8.3,9.4,82.5,79,4,6,2.7,81.7,81.6,1,si,19.0,hombre,F
STU-04394,Matematicas,2,9.0,4.2,68.2,45,0,4,2.9,75.1,57.8,0,no,0.0,hombre,F
STU-04395,Estadistica,8,6.9,12.1,79.2,84,3,7,3.9,73.8,77.8,1,no,0.0,hombre,B
STU-04396,Estadistica,9,7.8,9.3,77.8,36,1,6,2.4,59.5,70.0,1,no,0.0,mujer,D
STU-04397,Matematicas,4,6.7,3.1,51.1,10,2,6,3.1,67.9,51.2,0,si,19.7,mujer,B
STU-04398,Estadistica,9,7.9,9.1,88.0,19,1,8,3.9,100.0,87.8,1,no,0.0,hombre,C
STU-04399,Matematicas,6,7.5,8.7,78.2,3,1,6,5.1,87.5,75.6,1,si,0.0,hombre,C
STU-04400,Actuaria,1,6.1,0.5,75.6,19,6,8,3.5,68.9,49.0,0,si,19.4,hombre,E
STU-04401,Estadistica,1,7.9,3.9,82.3,74,2,4,2.2,87.0,59.7,0,no,19.5,prefiere_no_decir,B
STU-04402,Estadistica,4,6.6,4.1,79.3,67,2,5,5.1,99.6,77.5,1,no,20.6,hombre,F
STU-04403,Economia,9,7.5,6.9,86.5,50,2,6,1.3,84.9,73.1,1,si,0.0,hombre,A
STU-04404,Estadistica,3,7.0,0.6,82.7,82,0,5,0.4,92.4,79.4,1,si,23.4,hombre,C
STU-04405,Economia,9,5.6,3.8,80.1,45,4,6,4.3,71.8,54.3,0,no,0.0,hombre,D
STU-04406,Actuaria,2,7.4,3.4,69.8,20,0,6,0.2,71.7,56.2,0,no,16.0,mujer,F
STU-04407,Ciencia de Datos,2,6.1,1.1,61.0,76,1,6,4.1,64.1,51.7,0,si,34.8,hombre,E
STU-04408,Economia,2,8.5,2.3,66.9,50,1,4,1.5,82.9,61.5,0,no,0.0,no_binario,E
STU-04409,Matematicas,8,7.5,8.4,88.0,0,1,6,4.4,88.5,98.2,1,no,0.0,hombre,E
STU-04410,Matematicas,7,7.6,11.7,100.0,163,1,5,2.0,82.6,83.7,1,no,0.0,no_binario,E
STU-04411,Matematicas,4,7.4,9.0,91.1,63,0,5,1.8,79.1,78.3,1,si,0.0,no_binario,B
STU-04412,Ciencia de Datos,4,6.8,6.1,61.8,47,1,7,0.8,92.9,62.4,0,si,14.3,hombre,B
STU-04413,Estadistica,2,7.7,6.9,66.0,38,1,6,3.9,78.8,71.5,1,no,0.0,mujer,B
STU-04414,Economia,5,6.3,4.7,70.4,92,1,5,2.3,72.6,64.9,0,si,0.0,hombre,B
STU-04415,Estadistica,6,6.8,10.1,91.2,141,1,7,2.4,62.7,79.0,1,si,13.9,mujer,E
STU-04416,Actuaria,4,6.9,4.0,50.0,32,3,7,1.0,75.7,63.3,0,no,13.0,mujer,F
STU-04417,Estadistica,2,8.0,6.0,70.1,20,1,5,4.5,71.8,58.6,0,si,0.0,hombre,F
STU-04418,Estadistica,8,6.8,9.5,78.8,32,3,6,3.9,89.4,85.7,1,no,0.0,mujer,C
STU-04419,Economia,7,5.8,5.7,70.2,54,2,6,4.8,88.9,65.5,0,si,9.4,mujer,D
STU-04420,Actuaria,2,5.9,10.1,86.8,41,1,5,0.8,94.3,95.6,1,no,0.0,no_binario,F
STU-04421,Ciencia de Datos,2,7.4,7.7,93.8,145,4,7,0.5,82.4,70.2,1,no,29.3,hombre,B
STU-04422,Estadistica,4,5.9,6.4,57.1,29,4,7,8.0,96.2,75.6,1,no,23.2,hombre,E
STU-04423,Actuaria,1,6.7,8.3,76.8,81,0,4,1.0,79.1,75.6,1,no,0.0,hombre,B
STU-04424,Economia,8,6.0,4.4,61.5,29,0,6,0.8,75.6,57.8,0,no,15.9,mujer,F
STU-04425,Matematicas,2,6.2,5.8,68.0,36,2,9,0.1,92.7,53.2,0,si,0.0,hombre,A
STU-04426,Estadistica,1,6.5,8.3,86.3,35,2,6,2.1,76.4,83.1,1,si,0.0,mujer,E
STU-04427,Actuaria,6,5.6,6.7,77.8,10,1,5,0.9,74.8,63.1,0,si,0.0,hombre,B
STU-04428,Economia,6,7.6,7.2,85.8,65,3,4,4.0,93.9,94.9,1,no,11.7,mujer,F
STU-04429,Ciencia de Datos,3,7.7,5.9,85.1,31,0,4,6.1,75.9,76.8,1,si,14.3,mujer,C
STU-04430,Estadistica,6,7.2,14.6,72.2,24,1,8,1.1,99.7,97.5,1,si,0.0,mujer,E
STU-04431,Estadistica,1,6.5,3.3,74.3,28,0,3,0.7,83.2,75.2,1,si,0.0,hombre,A
STU-04432,Matematicas,6,7.3,6.3,72.2,18,0,6,2.1,83.2,83.9,1,no,0.0,mujer,F
STU-04433,Estadistica,1,9.1,6.7,73.8,48,0,5,1.9,77.2,74.1,1,no,0.0,hombre,E
STU-04434,Ciencia de Datos,4,8.4,6.0,70.3,31,3,7,0.9,82.7,67.4,0,si,17.2,mujer,A
STU-04435,Actuaria,6,5.6,8.2,76.0,105,0,6,4.2,97.8,76.9,1,si,0.0,hombre,E
STU-04436,Estadistica,5,7.5,12.4,99.7,71,2,6,9.0,93.1,98.2,1,no,0.0,prefiere_no_decir,C
STU-04437,Economia,6,6.3,7.8,68.8,65,1,6,3.0,81.5,86.3,1,no,0.0,hombre,B
STU-04438,Ciencia de Datos,8,6.5,6.5,90.9,84,1,5,0.8,84.3,76.3,1,si,0.0,no_binario,F
STU-04439,Estadistica,9,6.5,0.5,66.7,34,1,7,2.6,91.5,67.8,0,no,23.6,hombre,E
STU-04440,Ciencia de Datos,1,8.5,6.9,78.1,119,0,5,0.6,77.0,66.2,0,si,0.0,no_binario,B
STU-04441,Estadistica,6,8.1,5.3,80.9,84,1,5,3.6,79.0,67.1,0,no,0.0,mujer,A
STU-04442,Matematicas,9,6.0,10.6,82.2,129,3,7,4.0,89.7,85.9,1,no,0.0,hombre,C
STU-04443,Ciencia de Datos,5,8.3,11.7,73.5,33,0,5,3.3,70.5,78.2,1,si,0.0,hombre,F
STU-04444,Matematicas,2,5.9,3.4,71.8,78,0,4,1.9,86.7,67.3,0,no,20.7,mujer,C
STU-04445,Matematicas,8,7.2,7.7,80.1,86,3,8,7.6,76.1,69.6,0,no,0.0,prefiere_no_decir,F
STU-04446,Ciencia de Datos,9,9.2,9.9,81.9,42,3,8,1.2,87.0,72.6,1,no,0.0,hombre,A
STU-04447,Estadistica,3,6.6,5.6,83.4,108,3,6,5.2,85.5,71.4,1,no,16.1,hombre,E
STU-04448,Matematicas,9,6.3,9.6,86.7,72,1,6,2.1,89.7,75.6,1,no,0.0,mujer,F
STU-04449,Estadistica,1,5.6,0.5,56.9,44,3,8,0.2,78.1,48.1,0,no,33.7,hombre,D
STU-04450,Matematicas,5,8.3,7.4,66.5,58,0,6,1.9,81.6,74.9,1,si,0.0,no_binario,F
STU-04451,Estadistica,2,7.7,5.4,96.0,59,1,2,2.6,91.8,89.4,1,no,0.0,hombre,C
STU-04452,Estadistica,6,6.9,7.3,62.5,18,1,6,2.8,87.3,72.7,1,si,0.0,hombre,F
STU-04453,Estadistica,4,7.2,7.7,70.7,45,0,7,1.5,89.4,77.9,1,si,31.7,hombre,C
STU-04454,Actuaria,2,6.2,8.1,81.0,44,4,5,3.4,75.4,69.4,0,si,0.0,prefiere_no_decir,C
STU-04455,Estadistica,1,6.5,4.0,89.5,74,0,5,5.3,69.6,56.2,0,no,0.0,mujer,C
STU-04456,Actuaria,6,7.0,4.3,69.0,20,3,8,3.1,87.4,59.2,0,no,27.7,hombre,B
STU-04457,Estadistica,1,8.1,6.7,79.4,14,1,5,1.1,72.9,75.3,1,no,0.0,hombre,D
STU-04458,Actuaria,7,8.9,9.7,88.6,60,0,6,0.7,72.8,69.0,0,no,0.0,mujer,A
STU-04459,Estadistica,3,8.2,8.4,92.5,101,2,5,1.7,81.8,80.9,1,no,14.9,hombre,A
STU-04460,Economia,6,5.9,7.0,82.3,73,1,6,0.3,87.6,69.7,0,si,19.3,mujer,B
STU-04461,Estadistica,5,6.9,5.0,69.7,105,2,6,1.4,88.2,76.9,1,no,27.3,hombre,A
STU-04462,Matematicas,6,8.4,7.9,87.6,31,0,7,1.1,77.0,76.7,1,no,0.0,hombre,D
STU-04463,Estadistica,9,5.7,7.6,67.2,74,1,9,1.4,92.9,61.1,0,no,21.8,hombre,A
STU-04464,Economia,8,6.7,7.2,81.7,26,4,7,2.5,100.0,77.5,1,no,0.0,mujer,D
STU-04465,Estadistica,4,7.7,10.2,72.1,35,0,5,0.2,82.4,76.3,1,no,0.0,mujer,D
STU-04466,Actuaria,5,6.4,6.9,76.5,1,1,7,1.8,87.0,68.7,0,si,20.2,mujer,C
STU-04467,Economia,9,6.0,9.3,87.5,24,2,7,1.6,71.4,76.6,1,no,18.1,hombre,F
STU-04468,Estadistica,7,6.9,8.7,74.8,6,2,6,3.2,79.5,77.6,1,no,0.0,mujer,C
STU-04469,Actuaria,7,6.0,12.9,100.0,88,1,6,0.8,86.7,92.4,1,no,0.0,mujer,B
STU-04470,Matematicas,1,7.1,5.0,85.2,72,4,5,1.9,90.0,77.9,1,si,0.0,hombre,A
STU-04471,Actuaria,6,7.0,8.4,82.6,13,2,6,1.0,92.8,80.5,1,si,0.0,hombre,D
STU-04472,Economia,2,7.0,4.7,69.1,43,2,4,1.2,80.6,70.0,1,si,0.0,hombre,B
STU-04473,Economia,5,6.4,5.9,83.7,112,2,4,6.7,97.2,76.2,1,si,0.0,hombre,B
STU-04474,Estadistica,7,7.4,4.7,87.5,110,0,4,2.7,85.1,72.6,1,si,0.0,mujer,B
STU-04475,Matematicas,2,8.3,4.1,77.1,30,1,3,0.7,68.8,51.6,0,no,0.0,hombre,B
STU-04476,Estadistica,4,7.5,3.9,55.1,7,1,6,3.0,89.3,65.9,0,no,0.0,mujer,A
STU-04477,Estadistica,7,6.9,12.5,100.0,45,1,7,2.9,93.1,100.0,1,no,2.5,mujer,A
STU-04478,Matematicas,9,7.4,9.8,100.0,130,2,6,3.8,73.3,87.6,1,no,0.0,mujer,E
STU-04479,Estadistica,4,7.3,7.2,58.9,65,1,7,3.3,86.0,65.6,0,si,14.9,no_binario,A
STU-04480,Estadistica,5,8.9,7.7,85.6,21,0,4,0.4,86.7,73.1,1,si,0.0,mujer,C
STU-04481,Estadistica,3,7.0,7.5,71.1,28,4,7,0.7,85.1,74.7,1,si,7.1,prefiere_no_decir,E
STU-04482,Matematicas,8,6.2,5.1,70.3,50,0,6,1.1,92.8,72.7,1,no,15.6,prefiere_no_decir,D
STU-04483,Ciencia de Datos,9,7.5,8.5,85.7,72,2,5,0.9,94.2,82.5,1,no,3.0,hombre,E
STU-04484,Estadistica,7,5.8,3.4,77.5,123,0,7,2.2,85.7,62.5,0,si,17.1,mujer,E
STU-04485,Economia,8,7.1,6.7,76.4,36,0,7,1.6,82.8,63.2,0,si,17.1,hombre,B
STU-04486,Estadistica,8,6.0,9.0,83.7,67,1,7,1.3,84.8,84.7,1,si,0.0,mujer,E
STU-04487,Estadistica,5,6.8,7.3,100.0,193,2,7,0.7,96.7,88.6,1,si,17.8,mujer,B
STU-04488,Matematicas,4,8.2,9.4,100.0,144,1,5,1.7,72.2,78.8,1,no,0.0,hombre,E
STU-04489,Actuaria,9,7.0,7.2,73.4,67,3,9,3.8,70.8,67.5,0,si,26.3,hombre,C
STU-04490,Actuaria,8,7.0,10.1,88.4,46,1,4,2.0,80.5,87.9,1,no,0.0,mujer,C
STU-04491,Estadistica,4,6.2,2.6,83.3,106,1,8,5.7,69.0,47.5,0,no,12.7,mujer,A
STU-04492,Estadistica,8,5.9,11.0,86.1,70,0,8,1.9,100.0,95.4,1,no,0.0,no_binario,F
STU-04493,Ciencia de Datos,7,6.2,9.6,84.9,51,3,7,1.0,98.1,88.7,1,si,0.0,mujer,A
STU-04494,Economia,8,7.1,9.6,85.6,59,3,6,2.3,94.8,83.2,1,no,0.0,mujer,B
STU-04495,Economia,2,6.6,5.5,70.1,18,1,4,2.0,78.1,71.4,1,no,0.0,hombre,D
STU-04496,Ciencia de Datos,5,8.1,9.3,89.7,91,2,5,1.9,92.8,84.8,1,si,0.0,mujer,F
STU-04497,Ciencia de Datos,8,7.9,7.0,90.2,134,2,6,2.8,83.8,75.4,1,no,8.4,mujer,D
STU-04498,Ciencia de Datos,5,8.1,8.1,86.8,88,0,6,3.1,82.8,81.2,1,no,0.0,mujer,F
STU-04499,Estadistica,9,5.6,7.7,85.2,73,1,4,2.7,83.2,77.9,1,no,0.0,mujer,A
STU-04500,Actuaria,3,6.7,6.1,64.9,19,2,9,5.5,71.9,46.7,0,no,10.6,hombre,D
STU-04501,Estadistica,5,6.8,7.7,81.8,70,1,5,5.7,88.7,75.4,1,no,11.8,prefiere_no_decir,E
STU-04502,Actuaria,1,7.1,6.4,89.5,84,0,4,2.1,65.8,82.1,1,si,0.0,mujer,D
STU-04503,Economia,5,6.8,4.7,79.7,74,2,6,0.8,73.8,59.4,0,si,22.3,mujer,E
STU-04504,Matematicas,2,7.4,2.2,79.2,28,0,6,6.1,73.7,76.0,1,no,0.0,hombre,B
STU-04505,Economia,4,7.7,5.4,70.7,0,1,6,2.7,85.3,68.3,0,si,0.0,hombre,F
STU-04506,Economia,8,6.2,10.3,76.3,49,0,7,2.5,73.5,66.9,0,no,0.0,mujer,A
STU-04507,Economia,8,6.8,5.6,66.3,36,4,6,3.0,84.7,70.7,1,no,17.6,mujer,A
STU-04508,Matematicas,1,6.8,5.8,74.8,23,1,6,0.9,87.9,81.5,1,no,13.3,hombre,E
STU-04509,Actuaria,6,7.5,7.3,73.5,2,1,5,1.0,70.6,65.6,0,no,0.0,hombre,B
